Epoch,Train_Loss,Val_Loss,R2,Pearson
1,2.3837522491812706,1.8087328150868416,-0.06770068407058716,0.8863578776669027
2,1.968601606786251,1.752389371395111,-0.04652053117752075,0.8863219112919885
3,1.9877913128584623,1.723918966948986,-0.02689075469970703,0.8862953942039205
4,1.9129197094589472,1.8166118636727333,-0.07615751028060913,0.8862928567363701
5,1.9480838812887669,1.7954916954040527,-0.07160544395446777,0.8864010881293034
6,1.9285185411572456,1.8167607635259628,-0.08719778060913086,0.8871221309187683
7,1.8995378762483597,1.687123842537403,-0.0020200610160827637,0.8867916137857481
8,1.8975567258894444,1.7130658701062202,-0.01801532506942749,0.887299269327953
9,1.932307930663228,1.6837527975440025,0.0020915567874908447,0.8874451098715358
10,1.8856408894062042,1.6947808042168617,-0.008233755826950073,0.8882953008142604
11,1.8634030427783728,1.6441532969474792,0.024783819913864136,0.8903771829195388
12,1.8200789270922542,1.7922844737768173,-0.07240021228790283,0.8919753645110633
13,1.8573492169380188,1.5734518095850945,0.07202023267745972,0.8957530256408428
14,1.7943623512983322,1.5572510994970798,0.08224061131477356,0.8973518804168075
15,1.7394897490739822,1.5085968635976315,0.11168470978736877,0.8994193683216587
16,1.7406604252755642,1.5041976310312748,0.11171242594718933,0.9016935866146785
17,1.7044922541826963,1.6251237094402313,0.04145839810371399,0.899911610892588
18,1.747111571021378,1.5470425933599472,0.08808445930480957,0.89842164038462
19,1.6949420887976885,1.5297833755612373,0.09578585624694824,0.9002788116026026
20,1.6554835047572851,1.655468888580799,0.00790262222290039,0.9019296575108579
21,1.6560681816190481,1.5626002103090286,0.08300986886024475,0.8991566984372119
22,1.6311971452087164,1.5006560385227203,0.11541730165481567,0.900983302604981
23,1.6353585859760642,1.6139500066637993,0.04245832562446594,0.8984481291309772
24,1.5572141408920288,1.383522517979145,0.1790587604045868,0.9082979549086388
25,1.542385664768517,1.8860732167959213,-0.11392027139663696,0.8849347408162505
26,1.5575186163187027,1.471260853111744,0.13575029373168945,0.9034489860019088
27,1.5406705476343632,1.571236751973629,0.0738145112991333,0.8991971107512006
28,1.5212128534913063,1.4810529835522175,0.12750881910324097,0.9072430240766967
29,1.478070629760623,1.4979238584637642,0.10330292582511902,0.9038535412101081
30,1.4268979337066412,1.3551787547767162,0.19911432266235352,0.9123703984910854
31,1.4114985689520836,1.3725422322750092,0.18397745490074158,0.912421129846051
32,1.3432369222864509,1.2336047068238258,0.27000540494918823,0.9205328622974063
33,1.3458260213956237,1.2445541359484196,0.26550060510635376,0.917830412711114
