Epoch,Train_Loss,Val_Loss,R2,Pearson
1,2.175571802072227,1.895168736577034,-0.01893603801727295,0.8754947990466253
2,1.84677155315876,1.8677003905177116,-0.0032705068588256836,0.8755021377621136
3,1.8425718434154987,1.9482398182153702,-0.04396098852157593,0.8755502214464443
4,1.8730421215295792,1.8645741418004036,-0.0017300546169281006,0.8755533682971919
5,1.875469209626317,1.9098437130451202,-0.0263863205909729,0.8756324562055469
6,1.8411383740603924,1.8787941932678223,-0.01142650842666626,0.875805266481575
7,1.7971291979774833,1.8359366059303284,0.016465336084365845,0.8779353625439072
8,1.780815975740552,1.8385563120245934,0.017474502325057983,0.8815790452817213
9,1.7775386292487383,1.801113411784172,0.03998103737831116,0.8805090460438001
10,1.7207766128703952,1.738627091050148,0.0864381492137909,0.8893757321361295
11,1.6953472699970007,1.6202513352036476,0.1378759741783142,0.8930094828442425
12,1.6449161153286695,1.6808527410030365,0.08958420157432556,0.8908456265965911
13,1.5915474276989698,1.569303311407566,0.16277199983596802,0.8982472441604263
14,1.531000418588519,1.5733023434877396,0.16040408611297607,0.8987254112135444
15,1.5067225508391857,1.508324645459652,0.19478833675384521,0.901143981426241
16,1.4972760435193777,1.458513155579567,0.21906691789627075,0.9067563856265279
17,1.4772691559046507,1.5283075273036957,0.18608593940734863,0.9032298066642659
18,1.4455757485702634,1.4277859702706337,0.23885998129844666,0.9066655207442125
19,1.4239875925704837,1.4862839952111244,0.21034860610961914,0.9022763838234824
20,1.4077278766781092,1.5123463347554207,0.1915123462677002,0.9033835668764056
21,1.4503697799518704,1.4870123714208603,0.21202430129051208,0.9046118765921719
22,1.4487984916195273,1.5260107144713402,0.1871354877948761,0.9078387650608787
23,1.3836832698434591,1.448299665004015,0.22739216685295105,0.9069307413999952
24,1.3634640527889132,1.4101762399077415,0.2485356330871582,0.9095415904464581
25,1.3619836792349815,1.4121706299483776,0.2470184862613678,0.9107146449340864
26,1.3315835818648338,1.369381245225668,0.26953110098838806,0.9126583435076792
27,1.3419682616367936,1.4387585446238518,0.23479777574539185,0.9093519083402309
28,1.264947739429772,1.4037319794297218,0.25742068886756897,0.9103204987097393
29,1.2624448835849762,1.248264942318201,0.3369348347187042,0.9198971661252656
30,1.2174820741638541,1.2137262597680092,0.3560754656791687,0.9213815164138157
31,1.175620200112462,1.2600574642419815,0.3249897062778473,0.9231741003900718
32,1.169846199452877,1.2913774773478508,0.3054114580154419,0.9178620223861808
33,1.1057546120136976,1.147582322359085,0.3898707628250122,0.9263805641089025
34,1.0932653602212667,1.2739000245928764,0.32228395342826843,0.9194626566690608
35,1.0820981794968247,1.1632421538233757,0.38611507415771484,0.9266372604936373
36,1.0419187620282173,1.1766500696539879,0.37767598032951355,0.9235291255163685
37,0.9785459442064166,1.0041683800518513,0.46577373147010803,0.9361168353275919
38,0.9364471668377519,1.0488131567835808,0.4414737820625305,0.9320102152941949
39,0.9498009560629725,1.061730444431305,0.4289354085922241,0.9322233100138805
40,0.8801987944170833,1.023962700739503,0.45327264070510864,0.9352642902817192
41,0.8425400187261403,1.0604671277105808,0.442008912563324,0.9364514823167575
42,0.8612144570797682,0.9137483313679695,0.5110485553741455,0.940929596549542
43,0.7755675683729351,0.8793972097337246,0.532126784324646,0.9443233976636711
44,0.7344144750386477,0.8636229336261749,0.5410593748092651,0.9468019227503591
45,0.768855927977711,0.836818166077137,0.5535940527915955,0.9461799620736624
46,0.6728942892514169,0.8102296553552151,0.5620447993278503,0.9496915378849347
47,0.6828543203882873,0.8737400844693184,0.5362844467163086,0.9448516482485656
48,0.6574378847144544,0.7638176064938307,0.5895524024963379,0.9526092543204239
49,0.5688331848941743,0.7663847971707582,0.5864837169647217,0.9542054876985093
50,0.6112794303335249,0.6970951277762651,0.6300098896026611,0.9554170558345687
51,0.553453775588423,0.7364963702857494,0.6054030060768127,0.9529848939727388
52,0.5668024006299675,0.7356705106794834,0.6023963689804077,0.9541178093628981
53,0.5040801223367453,0.6506041046231985,0.6517831087112427,0.9599779928227136
54,0.5044749656226486,0.6426623780280352,0.6543155908584595,0.9603090814000811
55,0.4990976545959711,0.6300280634313822,0.6620771884918213,0.9626166927975938
56,0.45316606340929866,0.5840299325063825,0.6873096227645874,0.9632312126346628
57,0.4770413732621819,0.6484318785369396,0.6479195356369019,0.9587001457498525
58,0.4498940291814506,0.6504353191703558,0.6442991495132446,0.9602495640241542
59,0.44201525719836354,0.6939261592924595,0.6280103921890259,0.9558382786333481
60,0.4166655717417598,0.7002848442643881,0.6199177503585815,0.9568677390639906
61,0.4145940237212926,0.626539608463645,0.663591206073761,0.9627579211766467
62,0.37451641471125185,0.5227750614285469,0.7182831764221191,0.9665999535065415
